pkt_size,ip_len,ttl,ip_proto,frag_offset,is_fragment,src_port,dst_port,udp_len,gtp_teid,gtp_type,gtp_seq,payload_len,payload_entropy,has_gtp,pkt_rate,byte_rate,inter_arrival,label
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0014619827270507812,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.016943931579589844,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.002351045608520508,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.21356797218322754,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010704994201660156,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.001177072525024414,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.032911062240600586,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0012359619140625,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.262188403968662,0,0,0,0.10881495475769043,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.05753302574157715,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03914499282836914,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013799667358398438,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.013885021209716797,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0011980533599853516,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.0003349781036376953,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,5.793571472167969e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001146078109741211,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0,0
183,169,64,17,0,0,2152,2152,149,0,0,0,73,4.712448237894204,0,0,0,0.00012993812561035156,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.014712095260620117,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001199960708618164,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.03650093078613281,0
883,869,64,17,0,0,2152,2152,849,0,0,0,773,5.560746070791403,0,0,0,0.006186962127685547,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012121200561523438,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001277923583984375,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.05574798583984375,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012259483337402344,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.12280797958374023,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013661384582519531,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.01905989646911621,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0022230148315429688,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,7.152557373046875e-06,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.00119781494140625,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.21536016464233398,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0001049041748046875,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0011229515075683594,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.015865087509155273,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010585784912109375,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.002341032028198242,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03556013107299805,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0027909278869628906,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.1809830665588379,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0010879039764404297,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.012427091598510742,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.002313852310180664,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012540817260742188,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.19075983254009,0,0,0,0.18597412109375,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.07785797119140625,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010585784912109375,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0011620521545410156,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.07323408126831055,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.053444862365722656,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013151168823242188,0
183,169,64,17,0,0,2152,2152,149,0,0,0,73,4.712448237894204,0,0,0,0.0,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.04626297950744629,0
883,869,64,17,0,0,2152,2152,849,0,0,0,773,5.531511540155552,0,0,0,0.0029439926147460938,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014560222625732422,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.03151392936706543,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013620853424072266,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.009939908981323242,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0012049674987792969,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.006906986236572266,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0015261173248291016,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.226456880569458,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0012400150299072266,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.01449894905090332,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.001318216323852539,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.21978998184204102,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012958049774169922,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.02159905433654785,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.022474050521850586,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0011560916900634766,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.17544889450073242,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.262188403968662,0,0,0,0.028510093688964844,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.017232894897460938,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0006010532379150391,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.106231689453125e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014538764953613281,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.262188403968662,0,0,0,0.009237051010131836,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.21812891960144043,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.012134075164794922,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00012087821960449219,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014140605926513672,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.037251949310302734,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010418891906738281,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013489723205566406,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.016276836395263672,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.002337217330932617,0
183,169,64,17,0,0,2152,2152,149,0,0,0,73,4.712448237894204,0,0,0,0.0,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.06998300552368164,0
883,869,64,17,0,0,2152,2152,849,0,0,0,773,5.552862818206402,0,0,0,0.00243377685546875,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0020301342010498047,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.07770490646362305,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0015230178833007812,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.05208301544189453,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.392333984375e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0017001628875732422,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.016388893127441406,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010514259338378906,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013120174407958984,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.2220008373260498,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00013113021850585938,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013549327850341797,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.032195091247558594,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0024709701538085938,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012760162353515625,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.226474118254377,0,0,0,0.19907689094543457,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0027840137481689453,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00019812583923339844,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013899803161621094,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03899192810058594,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.226474118254377,0,0,0,0.0014190673828125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.20159912109375e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012278556823730469,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.18752503395080566,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00017499923706054688,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0012450218200683594,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.046334028244018555,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.000102996826171875,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0015408992767333984,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03348708152770996,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.296966552734375e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014429092407226562,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.08699202537536621,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.0674591064453125,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014948844909667969,0
183,169,64,17,0,0,2152,2152,149,0,0,0,73,4.712448237894204,0,0,0,0.0,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.019062042236328125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.606910705566406e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0016238689422607422,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03873014450073242,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.001466989517211914,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013289451599121094,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0063629150390625,0
883,869,64,17,0,0,2152,2152,849,0,0,0,773,5.529147585251092,0,0,0,0.0023200511932373047,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014350414276123047,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0008070468902587891,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0160520076751709,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010395050048828125,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014529228210449219,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.04340314865112305,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014379024505615234,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.10250306129455566,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.797645568847656e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014219284057617188,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03802013397216797,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.702278137207031e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.00156402587890625,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.015942811965942383,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.702278137207031e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0013461112976074219,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.17219305038452148,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0025818347930908203,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0015399456024169922,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.039414167404174805,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00014090538024902344,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010609626770019531,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0015609264373779297,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.226474118254377,0,0,0,0.012711048126220703,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.009428977966308594,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0001049041748046875,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014660358428955078,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.226474118254377,0,0,0,0.030792951583862305,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.16182708740234375,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00023293495178222656,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014731884002685547,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.01441192626953125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010895729064941406,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014300346374511719,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.032872915267944336,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010609626770019531,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014219284057617188,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.18861913681030273,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00015878677368164062,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0016391277313232422,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.01314997673034668,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00011205673217773438,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014209747314453125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03772306442260742,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.000102996826171875,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00021195411682128906,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0003230571746826172,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0016629695892333984,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.059564828872680664,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.06842613220214844,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001806020736694336,0
183,169,64,17,0,0,2152,2152,149,0,0,0,73,4.712448237894204,0,0,0,9.5367431640625e-07,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.05958700180053711,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010395050048828125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,5.698204040527344e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001600027084350586,0
883,869,64,17,0,0,2152,2152,849,0,0,0,773,5.553166345228669,0,0,0,0.007714986801147461,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0020599365234375,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0005872249603271484,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.005869865417480469,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.606910705566406e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001764059066772461,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.033299922943115234,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.988380432128906e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0017130374908447266,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.02678203582763672,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0017049312591552734,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.007503986358642578,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,9.012222290039062e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.00173187255859375,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.15034103393554688,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.000102996826171875,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001795053482055664,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.014501094818115234,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.296966552734375e-05,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014429092407226562,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.033020973205566406,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0001289844512939453,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.002025127410888672,0
142,128,64,17,0,0,2152,2152,108,0,0,0,56,5.262188403968662,0,0,0,0.015401840209960938,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.015369176864624023,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0001380443572998047,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0017387866973876953,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.1492152214050293,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0001049041748046875,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001870870590209961,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.019555091857910156,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.006730079650878906,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0017719268798828125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.02678704261779785,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.0001049041748046875,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0014090538024902344,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03232598304748535,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00013303756713867188,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0015690326690673828,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.13967490196228027,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,8.106231689453125e-05,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0014510154724121094,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.051529884338378906,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00011110305786132812,0
130,116,64,17,0,0,2152,2152,96,0,0,0,0,0.0,0,0,0,0.0015358924865722656,0
130,116,64,17,0,0,2152,2152,96,0,0,0,0,0.0,0,0,0,0.0010781288146972656,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.03140687942504883,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00035119056701660156,0
130,116,64,17,0,0,2152,2152,96,0,0,0,0,0.0,0,0,0,0.0028429031372070312,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.15011191368103027,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.000102996826171875,0
130,116,64,17,0,0,2152,2152,96,0,0,0,0,0.0,0,0,0,0.002947092056274414,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.055197954177856445,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.00010395050048828125,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,9.608268737792969e-05,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0019519329071044922,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0,0
122,108,64,17,0,0,2152,2152,88,0,0,0,0,0.0,0,0,0,0.0,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.01501607894897461,0
1458,1444,64,17,0,0,2152,2152,1424,0,0,0,1348,-0.0,0,0,0,0.013516902923583984,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0015990734100341797,0
118,104,64,17,0,0,2152,2152,84,0,0,0,0,0.0,0,0,0,0.032460927963256836,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001608133316040039,0
183,169,64,17,0,0,2152,2152,149,0,0,0,73,4.712448237894204,0,0,0,9.5367431640625e-07,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.05088996887207031,0
883,869,64,17,0,0,2152,2152,849,0,0,0,773,5.5658877730728715,0,0,0,0.011261940002441406,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.0017750263214111328,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.001085042953491211,0
110,96,64,17,0,0,2152,2152,76,0,0,0,0,0.0,0,0,0,0.058856964111328125,0
